Freq.	V(n002)
1.65196179822882e+02	(-2.74731223716011e-05dB,-2.25904858911695e-04°)
1.65576996346933e+02	(-2.74730605474073e-05dB,-2.26425623431303e-04°)
1.65958690743736e+02	(-2.74729984348787e-05dB,-2.26947588435851e-04°)
1.66341265036997e+02	(-2.74729360349797e-05dB,-2.27470756701930e-04°)
1.66724721255087e+02	(-2.74728733496388e-05dB,-2.27995130983864e-04°)
1.67109061431051e+02	(-2.74728103759630e-05dB,-2.28520714074143e-04°)
1.67494287602624e+02	(-2.74727471062378e-05dB,-2.29047508771621e-04°)
1.67880401812236e+02	(-2.74726835481778e-05dB,-2.29575517849705e-04°)
1.68267406107027e+02	(-2.74726196950327e-05dB,-2.30104744113608e-04°)
1.68655302538854e+02	(-2.74725555496953e-05dB,-2.30635190368543e-04°)
1.69044093164306e+02	(-2.74724911063799e-05dB,-2.31166859438806e-04°)
1.69433780044713e+02	(-2.74724263660507e-05dB,-2.31699754120070e-04°)
1.69824365246154e+02	(-2.74723613267790e-05dB,-2.32233877255713e-04°)
1.70215850839475e+02	(-2.74722959866362e-05dB,-2.32769231676393e-04°)
1.70608238900292e+02	(-2.74722303465866e-05dB,-2.33305820212766e-04°)
1.71001531509008e+02	(-2.74721644027729e-05dB,-2.33843645717754e-04°)
1.71395730750822e+02	(-2.74720981532664e-05dB,-2.34382711037916e-04°)
1.71790838715738e+02	(-2.74720315999958e-05dB,-2.34923019022994e-04°)
1.72186857498580e+02	(-2.74719647391037e-05dB,-2.35464572554531e-04°)
1.72583789199000e+02	(-2.74718975676973e-05dB,-2.36007374491810e-04°)
1.72981635921489e+02	(-2.74718300886694e-05dB,-2.36551427725918e-04°)
1.73380399775393e+02	(-2.74717622971984e-05dB,-2.37096735128860e-04°)
1.73780082874917e+02	(-2.74716941923200e-05dB,-2.37643299591721e-04°)
1.74180687339141e+02	(-2.74716257740342e-05dB,-2.38191124021491e-04°)
1.74582215292030e+02	(-2.74715570404123e-05dB,-2.38740211315619e-04°)
1.74984668862445e+02	(-2.74714879885613e-05dB,-2.39290564381094e-04°)
1.75388050184155e+02	(-2.74714186165526e-05dB,-2.39842186147169e-04°)
1.75792361395848e+02	(-2.74713489272792e-05dB,-2.40395079530376e-04°)
1.76197604641142e+02	(-2.74712789139907e-05dB,-2.40949247472689e-04°)
1.76603782068595e+02	(-2.74712085776515e-05dB,-2.41504692897000e-04°)
1.77010895831721e+02	(-2.74711379182615e-05dB,-2.42061418758007e-04°)
1.77418948088995e+02	(-2.74710669319636e-05dB,-2.42619427997685e-04°)
1.77827941003871e+02	(-2.74709956187575e-05dB,-2.43178723589815e-04°)
1.78237876744788e+02	(-2.74709239728575e-05dB,-2.43739308492274e-04°)
1.78648757485184e+02	(-2.74708520000494e-05dB,-2.44301185672481e-04°)
1.79060585403508e+02	(-2.74707796945473e-05dB,-2.44864358116939e-04°)
1.79473362683231e+02	(-2.74707070563511e-05dB,-2.45428828805789e-04°)
1.79887091512857e+02	(-2.74706340806393e-05dB,-2.45994600735075e-04°)
1.80301774085935e+02	(-2.74705607674118e-05dB,-2.46561676904022e-04°)
1.80717412601071e+02	(-2.74704871166686e-05dB,-2.47130060321395e-04°)
1.81134009261938e+02	(-2.74704131264811e-05dB,-2.47699753999141e-04°)
1.81551566277292e+02	(-2.74703387929919e-05dB,-2.48270760949207e-04°)
1.81970085860976e+02	(-2.74702641200583e-05dB,-2.48843084212163e-04°)
1.82389570231942e+02	(-2.74701891009301e-05dB,-2.49416726809498e-04°)
1.82810021614252e+02	(-2.74701137346430e-05dB,-2.49991691804047e-04°)
1.83231442237099e+02	(-2.74700380202325e-05dB,-2.50567982220477e-04°)
1.83653834334812e+02	(-2.74699619576987e-05dB,-2.51145601121624e-04°)
1.84077200146873e+02	(-2.74698855422199e-05dB,-2.51724551579864e-04°)
1.84501541917925e+02	(-2.74698087766891e-05dB,-2.52304836648490e-04°)
1.84926861897785e+02	(-2.74697316553204e-05dB,-2.52886459415781e-04°)
1.85353162341459e+02	(-2.74696541761851e-05dB,-2.53469422970016e-04°)
1.85780445509147e+02	(-2.74695763421761e-05dB,-2.54053730383570e-04°)
1.86208713666264e+02	(-2.74694981475076e-05dB,-2.54639384770168e-04°)
1.86637969083444e+02	(-2.74694195941080e-05dB,-2.55226389230809e-04°)
1.87068214036557e+02	(-2.74693406742629e-05dB,-2.55814746879217e-04°)
1.87499450806719e+02	(-2.74692613918295e-05dB,-2.56404460822753e-04°)
1.87931681680304e+02	(-2.74691817458435e-05dB,-2.56995534206946e-04°)
1.88364908948957e+02	(-2.74691017305189e-05dB,-2.57587970148699e-04°)
1.88799134909606e+02	(-2.74690213439271e-05dB,-2.58181771799902e-04°)
1.89234361864475e+02	(-2.74689405889610e-05dB,-2.58776942312442e-04°)
1.89670592121092e+02	(-2.74688594598347e-05dB,-2.59373484828669e-04°)
1.90107827992307e+02	(-2.74687779546195e-05dB,-2.59971402525914e-04°)
1.90546071796302e+02	(-2.74686960762083e-05dB,-2.60570698552887e-04°)
1.90985325856601e+02	(-2.74686138178510e-05dB,-2.61171376102823e-04°)
1.91425592502085e+02	(-2.74685311824404e-05dB,-2.61773438365778e-04°)
1.91866874067006e+02	(-2.74684481641906e-05dB,-2.62376888531807e-04°)
1.92309172890992e+02	(-2.74683647621372e-05dB,-2.62981729775062e-04°)
1.92752491319070e+02	(-2.74682809753160e-05dB,-2.63587965333307e-04°)
1.93196831701669e+02	(-2.74681968017982e-05dB,-2.64195598409318e-04°)
1.93642196394637e+02	(-2.74681122396553e-05dB,-2.64804632218596e-04°)
1.94088587759254e+02	(-2.74680272879228e-05dB,-2.65415069998902e-04°)
1.94536008162243e+02	(-2.74679419417791e-05dB,-2.66026914991182e-04°)
1.94984459975781e+02	(-2.74678562060459e-05dB,-2.66640170426835e-04°)
1.95433945577516e+02	(-2.74677700691512e-05dB,-2.67254839559529e-04°)
1.95884467350575e+02	(-2.74676835397740e-05dB,-2.67870925649289e-04°)
1.96336027683581e+02	(-2.74675966082710e-05dB,-2.68488431972044e-04°)
1.96788628970660e+02	(-2.74675092756064e-05dB,-2.69107361794183e-04°)
1.97242273611461e+02	(-2.74674215408161e-05dB,-2.69727718391635e-04°)
1.97696964011162e+02	(-2.74673334000426e-05dB,-2.70349505065771e-04°)
1.98152702580486e+02	(-2.74672448513573e-05dB,-2.70972725108425e-04°)
1.98609491735713e+02	(-2.74671558966888e-05dB,-2.71597381811428e-04°)
1.99067333898694e+02	(-2.74670665302513e-05dB,-2.72223478501597e-04°)
1.99526231496863e+02	(-2.74669767510802e-05dB,-2.72851018502569e-04°)
1.99986186963250e+02	(-2.74668865572471e-05dB,-2.73480005122078e-04°)
2.00447202736492e+02	(-2.74667959477874e-05dB,-2.74110441709205e-04°)
2.00909281260848e+02	(-2.74667049198084e-05dB,-2.74742331603490e-04°)
2.01372424986214e+02	(-2.74666134713812e-05dB,-2.75375678157194e-04°)
2.01836636368131e+02	(-2.74665216034703e-05dB,-2.76010484719398e-04°)
2.02301917867802e+02	(-2.74664293073966e-05dB,-2.76646754674168e-04°)
2.02768271952103e+02	(-2.74663365860532e-05dB,-2.77284491370585e-04°)
2.03235701093597e+02	(-2.74662434394400e-05dB,-2.77923698214981e-04°)
2.03704207770547e+02	(-2.74661498608067e-05dB,-2.78564378569156e-04°)
2.04173794466928e+02	(-2.74660558501534e-05dB,-2.79206535858526e-04°)
2.04644463672442e+02	(-2.74659614074800e-05dB,-2.79850173463975e-04°)
2.05116217882531e+02	(-2.74658665241075e-05dB,-2.80495294820458e-04°)
2.05589059598389e+02	(-2.74657712067864e-05dB,-2.81141903315223e-04°)
2.06062991326975e+02	(-2.74656754497305e-05dB,-2.81790002411850e-04°)
2.06538015581027e+02	(-2.74655792490825e-05dB,-2.82439595523028e-04°)
2.07014134879079e+02	(-2.74654826058069e-05dB,-2.83090686109158e-04°)
2.07491351745465e+02	(-2.74653855160462e-05dB,-2.83743277614735e-04°)
2.07969668710344e+02	(-2.74652879759432e-05dB,-2.84397373500159e-04°)
2.08449088309703e+02	(-2.74651899893552e-05dB,-2.85052977222647e-04°)
2.08929613085378e+02	(-2.74650915466388e-05dB,-2.85710092274404e-04°)
2.09411245585063e+02	(-2.74649926516514e-05dB,-2.86368722134911e-04°)
2.09893988362326e+02	(-2.74648933015000e-05dB,-2.87028870299554e-04°)
2.10377843976621e+02	(-2.74647934903986e-05dB,-2.87690540257355e-04°)
2.10862814993303e+02	(-2.74646932212403e-05dB,-2.88353735519602e-04°)
2.11348903983638e+02	(-2.74645924872746e-05dB,-2.89018459607124e-04°)
2.11836113524824e+02	(-2.74644912865730e-05dB,-2.89684716040748e-04°)
2.12324446199995e+02	(-2.74643896210640e-05dB,-2.90352508360388e-04°)
2.12813904598245e+02	(-2.74642874849618e-05dB,-2.91021840096412e-04°)
2.13304491314631e+02	(-2.74641848801949e-05dB,-2.91692714810997e-04°)
2.13796208950197e+02	(-2.74640818009774e-05dB,-2.92365136040873e-04°)
2.14289060111979e+02	(-2.74639782453807e-05dB,-2.93039107367299e-04°)
2.14783047413027e+02	(-2.74638742105116e-05dB,-2.93714632355631e-04°)
2.15278173472410e+02	(-2.74637696963703e-05dB,-2.94391714596668e-04°)
2.15774440915240e+02	(-2.74636646990995e-05dB,-2.95070357665308e-04°)
2.16271852372675e+02	(-2.74635592167704e-05dB,-2.95750565177796e-04°)
2.16770410481942e+02	(-2.74634532493830e-05dB,-2.96432340721749e-04°)
2.17270117886347e+02	(-2.74633467959730e-05dB,-2.97115687919775e-04°)
2.17770977235289e+02	(-2.74632398430399e-05dB,-2.97800610416740e-04°)
2.18272991184273e+02	(-2.74631324031198e-05dB,-2.98487111806626e-04°)
2.18776162394928e+02	(-2.74630244646409e-05dB,-2.99175195743843e-04°)
2.19280493535017e+02	(-2.74629160276031e-05dB,-2.99864865882801e-04°)
2.19785987278455e+02	(-2.74628070910420e-05dB,-3.00556125881090e-04°)
2.20292646305318e+02	(-2.74626976511005e-05dB,-3.01248979393121e-04°)
2.20800473301862e+02	(-2.74625877068141e-05dB,-3.01943430101929e-04°)
2.21309470960536e+02	(-2.74624772543255e-05dB,-3.02639481681008e-04°)
2.21819641979994e+02	(-2.74623662897774e-05dB,-3.03337137829293e-04°)
2.22330989065112e+02	(-2.74622548160628e-05dB,-3.04036402245723e-04°)
2.22843514927002e+02	(-2.74621428283601e-05dB,-3.04737278626055e-04°)
2.23357222283025e+02	(-2.74620303218475e-05dB,-3.05439770697850e-04°)
2.23872113856806e+02	(-2.74619172974894e-05dB,-3.06143882179130e-04°)
2.24388192378248e+02	(-2.74618037504642e-05dB,-3.06849616803816e-04°)
2.24905460583550e+02	(-2.74616896788432e-05dB,-3.07556978321735e-04°)
2.25423921215214e+02	(-2.74615750806978e-05dB,-3.08265970473171e-04°)
2.25943577022069e+02	(-2.74614599550635e-05dB,-3.08976597020672e-04°)
2.26464430759277e+02	(-2.74613442990475e-05dB,-3.09688861736326e-04°)
2.26986485188353e+02	(-2.74612281068637e-05dB,-3.10402768389042e-04°)
2.27509743077178e+02	(-2.74611113765835e-05dB,-3.11118320763631e-04°)
2.28034207200013e+02	(-2.74609941120641e-05dB,-3.11835522667170e-04°)
2.28559880337514e+02	(-2.74608763036624e-05dB,-3.12554377884467e-04°)
2.29086765276748e+02	(-2.74607579513782e-05dB,-3.13274890235321e-04°)
2.29614864811207e+02	(-2.74606390523187e-05dB,-3.13997063536348e-04°)
2.30144181740822e+02	(-2.74605196055194e-05dB,-3.14720901632788e-04°)
2.30674718871978e+02	(-2.74603996071231e-05dB,-3.15446408338078e-04°)
2.31206479017530e+02	(-2.74602790571297e-05dB,-3.16173587510181e-04°)
2.31739464996818e+02	(-2.74601579478246e-05dB,-3.16902443000699e-04°)
2.32273679635681e+02	(-2.74600362811365e-05dB,-3.17632978689858e-04°)
2.32809125766471e+02	(-2.74599140503150e-05dB,-3.18365198426079e-04°)
2.33345806228071e+02	(-2.74597912582532e-05dB,-3.19099106111854e-04°)
2.33883723865906e+02	(-2.74596678972364e-05dB,-3.19834705627409e-04°)
2.34422881531962e+02	(-2.74595439682289e-05dB,-3.20572000872053e-04°)
2.34963282084801e+02	(-2.74594194644804e-05dB,-3.21310995767359e-04°)
2.35504928389571e+02	(-2.74592943888839e-05dB,-3.22051694215819e-04°)
2.36047823318028e+02	(-2.74591687366178e-05dB,-3.22794100154908e-04°)
2.36591969748546e+02	(-2.74590425028604e-05dB,-3.23538217518920e-04°)
2.37137370566135e+02	(-2.74589156866473e-05dB,-3.24284050242152e-04°)
2.37684028662457e+02	(-2.74587882831570e-05dB,-3.25031602290704e-04°)
2.38231946935839e+02	(-2.74586602943180e-05dB,-3.25780877633858e-04°)
2.38781128291287e+02	(-2.74585317153088e-05dB,-3.26531880231352e-04°)
2.39331575640508e+02	(-2.74584025413077e-05dB,-3.27284614062008e-04°)
2.39883291901918e+02	(-2.74582727703859e-05dB,-3.28039083133275e-04°)
2.40436280000663e+02	(-2.74581424006149e-05dB,-3.28795291430336e-04°)
2.40990542868629e+02	(-2.74580114291017e-05dB,-3.29553242982901e-04°)
2.41546083444463e+02	(-2.74578798539176e-05dB,-3.30312941776154e-04°)
2.42102904673587e+02	(-2.74577476702409e-05dB,-3.31074391862070e-04°)
2.42661009508210e+02	(-2.74576148780717e-05dB,-3.31837597279901e-04°)
2.43220400907350e+02	(-2.74574814735526e-05dB,-3.32602562059357e-04°)
2.43781081836844e+02	(-2.74573474518619e-05dB,-3.33369290271496e-04°)
2.44343055269366e+02	(-2.74572128120354e-05dB,-3.34137785971472e-04°)
2.44906324184443e+02	(-2.74570775482871e-05dB,-3.34908053246247e-04°)
2.45470891568472e+02	(-2.74569416615812e-05dB,-3.35680096166876e-04°)
2.46036760414731e+02	(-2.74568051480606e-05dB,-3.36453918823501e-04°)
2.46603933723402e+02	(-2.74566680067607e-05dB,-3.37229525331707e-04°)
2.47172414501581e+02	(-2.74565302290028e-05dB,-3.38006919803897e-04°)
2.47742205763297e+02	(-2.74563918167153e-05dB,-3.38786106346114e-04°)
2.48313310529525e+02	(-2.74562527670054e-05dB,-3.39567089105749e-04°)
2.48885731828207e+02	(-2.74561130731227e-05dB,-3.40349872217468e-04°)
2.49459472694263e+02	(-2.74559727341028e-05dB,-3.41134459831842e-04°)
2.50034536169611e+02	(-2.74558317499459e-05dB,-3.41920856105803e-04°)
2.50610925303179e+02	(-2.74556901129372e-05dB,-3.42709065215365e-04°)
2.51188643150926e+02	(-2.74555478230768e-05dB,-3.43499091333361e-04°)
2.51767692775853e+02	(-2.74554048755429e-05dB,-3.44290938645348e-04°)
2.52348077248025e+02	(-2.74552612684070e-05dB,-3.45084611368686e-04°)
2.52929799644582e+02	(-2.74551169997404e-05dB,-3.45880113679390e-04°)
2.53512863049758e+02	(-2.74549720627927e-05dB,-3.46677449832987e-04°)
2.54097270554898e+02	(-2.74548264594926e-05dB,-3.47476624024575e-04°)
2.54683025258471e+02	(-2.74546801801968e-05dB,-3.48277640503319e-04°)
2.55270130266092e+02	(-2.74545332306914e-05dB,-3.49080503515206e-04°)
2.55858588690531e+02	(-2.74543856003685e-05dB,-3.49885217322123e-04°)
2.56448403651738e+02	(-2.74542372872997e-05dB,-3.50691786189139e-04°)
2.57039578276853e+02	(-2.74540882905206e-05dB,-3.51500214394045e-04°)
2.57632115700224e+02	(-2.74539386090668e-05dB,-3.52310506205091e-04°)
2.58226019063426e+02	(-2.74537882352236e-05dB,-3.53122665950955e-04°)
2.58821291515276e+02	(-2.74536371660982e-05dB,-3.53936697906247e-04°)
2.59417936211848e+02	(-2.74534853968689e-05dB,-3.54752606399646e-04°)
2.60015956316493e+02	(-2.74533329323572e-05dB,-3.55570395766193e-04°)
2.60615354999856e+02	(-2.74531797609913e-05dB,-3.56390070325025e-04°)
2.61216135439887e+02	(-2.74530258827711e-05dB,-3.57211634439807e-04°)
2.61818300821864e+02	(-2.74528712967323e-05dB,-3.58035092439217e-04°)
2.62421854338410e+02	(-2.74527159941959e-05dB,-3.58860448725086e-04°)
2.63026799189504e+02	(-2.74525599780550e-05dB,-3.59687707641996e-04°)
2.63633138582504e+02	(-2.74524032396305e-05dB,-3.60516873591778e-04°)
2.64240875732160e+02	(-2.74522457750652e-05dB,-3.61347950966720e-04°)
2.64850013860636e+02	(-2.74520875891806e-05dB,-3.62180944178196e-04°)
2.65460556197519e+02	(-2.74519286713691e-05dB,-3.63015857634397e-04°)
2.66072505979846e+02	(-2.74517690187378e-05dB,-3.63852695772139e-04°)
2.66685866452113e+02	(-2.74516086264650e-05dB,-3.64691463018698e-04°)
2.67300640866296e+02	(-2.74514474974437e-05dB,-3.65532163823611e-04°)
2.67916832481868e+02	(-2.74512856239593e-05dB,-3.66374802645959e-04°)
2.68534444565816e+02	(-2.74511230060117e-05dB,-3.67219383951183e-04°)
2.69153480392656e+02	(-2.74509596349219e-05dB,-3.68065912217446e-04°)
2.69773943244457e+02	(-2.74507955087614e-05dB,-3.68914391935633e-04°)
2.70395836410849e+02	(-2.74506306275301e-05dB,-3.69764827599809e-04°)
2.71019163189049e+02	(-2.74504649825490e-05dB,-3.70617223726305e-04°)
2.71643926883873e+02	(-2.74502985738182e-05dB,-3.71471584828268e-04°)
2.72270130807755e+02	(-2.74501313974802e-05dB,-3.72327915441112e-04°)
2.72897778280768e+02	(-2.74499634496779e-05dB,-3.73186220093886e-04°)
2.73526872630635e+02	(-2.74497947265538e-05dB,-3.74046503347449e-04°)
2.74157417192752e+02	(-2.74496252232864e-05dB,-3.74908769759475e-04°)
2.74789415310204e+02	(-2.74494549408399e-05dB,-3.75773023900363e-04°)
2.75422870333780e+02	(-2.74492838695710e-05dB,-3.76639270359593e-04°)
2.76057785621998e+02	(-2.74491120104441e-05dB,-3.77507513720286e-04°)
2.76694164541115e+02	(-2.74489393567089e-05dB,-3.78377758591006e-04°)
2.77332010465148e+02	(-2.74487659064367e-05dB,-3.79250009580317e-04°)
2.77971326775892e+02	(-2.74485916557701e-05dB,-3.80124271319047e-04°)
2.78612116862940e+02	(-2.74484165998876e-05dB,-3.81000548447565e-04°)
2.79254384123697e+02	(-2.74482407358961e-05dB,-3.81878845596698e-04°)
2.79898131963399e+02	(-2.74480640628313e-05dB,-3.82759167435441e-04°)
2.80543363795134e+02	(-2.74478865710499e-05dB,-3.83641518623245e-04°)
2.81190083039857e+02	(-2.74477082624806e-05dB,-3.84525903841828e-04°)
2.81838293126408e+02	(-2.74475291274800e-05dB,-3.85412327791987e-04°)
2.82487997491533e+02	(-2.74473491708698e-05dB,-3.86300795145897e-04°)
2.83139199579900e+02	(-2.74471683781851e-05dB,-3.87191310629802e-04°)
2.83791902844118e+02	(-2.74469867561761e-05dB,-3.88083878976305e-04°)
2.84446110744754e+02	(-2.74468042923066e-05dB,-3.88978504902107e-04°)
2.85101826750353e+02	(-2.74466209865765e-05dB,-3.89875193152536e-04°)
2.85759054337457e+02	(-2.74464368341643e-05dB,-3.90773948488820e-04°)
2.86417796990620e+02	(-2.74462518321769e-05dB,-3.91674775665827e-04°)
2.87078058202431e+02	(-2.74460659777213e-05dB,-3.92577679470228e-04°)
2.87739841473529e+02	(-2.74458792640473e-05dB,-3.93482664682337e-04°)
2.88403150312622e+02	(-2.74456916911548e-05dB,-3.94389736104729e-04°)
2.89067988236509e+02	(-2.74455032484361e-05dB,-3.95298898536798e-04°)
2.89734358770094e+02	(-2.74453139378200e-05dB,-3.96210156809745e-04°)
2.90402265446406e+02	(-2.74451237544847e-05dB,-3.97123515754769e-04°)
2.91071711806622e+02	(-2.74449326907158e-05dB,-3.98038980209432e-04°)
2.91742701400078e+02	(-2.74447407465130e-05dB,-3.98956555027198e-04°)
2.92415237784295e+02	(-2.74445479170549e-05dB,-3.99876245080612e-04°)
2.93089324524993e+02	(-2.74443541965553e-05dB,-4.00798055232680e-04°)
2.93764965196114e+02	(-2.74441595821214e-05dB,-4.01721990381393e-04°)
2.94442163379837e+02	(-2.74439640689315e-05dB,-4.02648055418381e-04°)
2.95120922666599e+02	(-2.74437676531282e-05dB,-4.03576255267078e-04°)
2.95801246655115e+02	(-2.74435703337472e-05dB,-4.04506594822295e-04°)
2.96483138952395e+02	(-2.74433720992165e-05dB,-4.05439079048814e-04°)
2.97166603173763e+02	(-2.74431729524292e-05dB,-4.06373712866888e-04°)
2.97851642942879e+02	(-2.74429728866349e-05dB,-4.07310501241300e-04°)
2.98538261891756e+02	(-2.74427718960477e-05dB,-4.08249449136830e-04°)
2.99226463660779e+02	(-2.74425699768102e-05dB,-4.09190561534164e-04°)
2.99916251898725e+02	(-2.74423671279580e-05dB,-4.10133843423526e-04°)
3.00607630262783e+02	(-2.74421633408123e-05dB,-4.11079299801504e-04°)
3.01300602418572e+02	(-2.74419586163374e-05dB,-4.12026935677406e-04°)
3.01995172040161e+02	(-2.74417529429612e-05dB,-4.12976756089165e-04°)
3.02691342810090e+02	(-2.74415463197194e-05dB,-4.13928766058812e-04°)
3.03389118419386e+02	(-2.74413387466121e-05dB,-4.14882970643364e-04°)
3.04088502567587e+02	(-2.74411302120673e-05dB,-4.15839374903018e-04°)
3.04789498962757e+02	(-2.74409207170493e-05dB,-4.16797983888429e-04°)
3.05492111321510e+02	(-2.74407102548078e-05dB,-4.17758802713862e-04°)
3.06196343369027e+02	(-2.74404988205212e-05dB,-4.18721836449057e-04°)
3.06902198839075e+02	(-2.74402864093677e-05dB,-4.19687090211459e-04°)
3.07609681474030e+02	(-2.74400730194188e-05dB,-4.20654569108973e-04°)
3.08318795024894e+02	(-2.74398586439241e-05dB,-4.21624278281309e-04°)
3.09029543251318e+02	(-2.74396432799907e-05dB,-4.22596222864995e-04°)
3.09741929921616e+02	(-2.74394269199038e-05dB,-4.23570408012465e-04°)
3.10455958812794e+02	(-2.74392095617348e-05dB,-4.24546838895232e-04°)
3.11171633710560e+02	(-2.74389912025908e-05dB,-4.25525520681631e-04°)
3.11888958409352e+02	(-2.74387718318641e-05dB,-4.26506458568621e-04°)
3.12607936712353e+02	(-2.74385514505190e-05dB,-4.27489657749981e-04°)
3.13328572431516e+02	(-2.74383300537339e-05dB,-4.28475123435392e-04°)
3.14050869387579e+02	(-2.74381076318654e-05dB,-4.29462860866339e-04°)
3.14774831410089e+02	(-2.74378841839493e-05dB,-4.30452875265226e-04°)
3.15500462337420e+02	(-2.74376597051639e-05dB,-4.31445171879900e-04°)
3.16227766016795e+02	(-2.74374341916518e-05dB,-4.32439755983652e-04°)
3.16956746304306e+02	(-2.74372076356985e-05dB,-4.33436632833871e-04°)
3.17687407064934e+02	(-2.74369800344109e-05dB,-4.34435807726113e-04°)
3.18419752172569e+02	(-2.74367513829674e-05dB,-4.35437285962292e-04°)
3.19153785510033e+02	(-2.74365216765463e-05dB,-4.36441072844325e-04°)
3.19889510969097e+02	(-2.74362909074330e-05dB,-4.37447173693210e-04°)
3.20626932450503e+02	(-2.74360590746631e-05dB,-4.38455593849030e-04°)
3.21366053863988e+02	(-2.74358261724507e-05dB,-4.39466338651867e-04°)
3.22106879128300e+02	(-2.74355921950098e-05dB,-4.40479413467248e-04°)
3.22849412171220e+02	(-2.74353571346257e-05dB,-4.41494823663877e-04°)
3.23593656929584e+02	(-2.74351209922628e-05dB,-4.42512574620005e-04°)
3.24339617349305e+02	(-2.74348837611707e-05dB,-4.43532671736142e-04°)
3.25087297385390e+02	(-2.74346454317062e-05dB,-4.44555120425523e-04°)
3.25836701001965e+02	(-2.74344060019406e-05dB,-4.45579926104561e-04°)
3.26587832172292e+02	(-2.74341654709096e-05dB,-4.46607094202394e-04°)
3.27340694878794e+02	(-2.74339238270412e-05dB,-4.47636630167241e-04°)
3.28095293113074e+02	(-2.74336810684066e-05dB,-4.48668539466404e-04°)
3.28851630875938e+02	(-2.74334371882558e-05dB,-4.49702827564005e-04°)
3.29609712177413e+02	(-2.74331921836955e-05dB,-4.50739499933708e-04°)
3.30369541036770e+02	(-2.74329460479755e-05dB,-4.51778562093704e-04°)
3.31131121482546e+02	(-2.74326987772386e-05dB,-4.52820019536740e-04°)
3.31894457552565e+02	(-2.74324503608770e-05dB,-4.53863877796908e-04°)
3.32659553293959e+02	(-2.74322008037124e-05dB,-4.54910142389218e-04°)
3.33426412763190e+02	(-2.74319500912799e-05dB,-4.55958818876390e-04°)
3.34195040026069e+02	(-2.74316982226151e-05dB,-4.57009912817960e-04°)
3.34965439157782e+02	(-2.74314451909677e-05dB,-4.58063429779827e-04°)
3.35737614242909e+02	(-2.74311909876587e-05dB,-4.59119375353333e-04°)
3.36511569375445e+02	(-2.74309356175099e-05dB,-4.60177755139362e-04°)
3.37287308658823e+02	(-2.74306790650918e-05dB,-4.61238574735619e-04°)
3.38064836205936e+02	(-2.74304213284759e-05dB,-4.62301839784333e-04°)
3.38844156139156e+02	(-2.74301624047691e-05dB,-4.63367555905472e-04°)
3.39625272590362e+02	(-2.74299022833638e-05dB,-4.64435728757169e-04°)
3.40408189700954e+02	(-2.74296409604027e-05dB,-4.65506364019821e-04°)
3.41192911621882e+02	(-2.74293784329928e-05dB,-4.66579467342020e-04°)
3.41979442513662e+02	(-2.74291146943839e-05dB,-4.67655044423245e-04°)
3.42767786546403e+02	(-2.74288497397541e-05dB,-4.68733100969339e-04°)
3.43557947899828e+02	(-2.74285835584959e-05dB,-4.69813642702044e-04°)
3.44349930763291e+02	(-2.74283161486807e-05dB,-4.70896675339923e-04°)
3.45143739335809e+02	(-2.74280475074154e-05dB,-4.71982204617442e-04°)
3.45939377826075e+02	(-2.74277776269854e-05dB,-4.73070236316775e-04°)
3.46736850452484e+02	(-2.74275064958188e-05dB,-4.74160776181927e-04°)
3.47536161443158e+02	(-2.74272341148798e-05dB,-4.75253830007796e-04°)
3.48337315035964e+02	(-2.74269604783825e-05dB,-4.76349403582915e-04°)
3.49140315478538e+02	(-2.74266855786122e-05dB,-4.77447502714901e-04°)
3.49945167028309e+02	(-2.74264094078543e-05dB,-4.78548133236816e-04°)
3.50751873952520e+02	(-2.74261319670732e-05dB,-4.79651300968999e-04°)
3.51560440528250e+02	(-2.74258532408395e-05dB,-4.80757011766776e-04°)
3.52370871042439e+02	(-2.74255732291532e-05dB,-4.81865271501374e-04°)
3.53183169791908e+02	(-2.74252919291214e-05dB,-4.82976086037660e-04°)
3.53997341083386e+02	(-2.74250093253147e-05dB,-4.84089461269125e-04°)
3.54813389233527e+02	(-2.74247254186975e-05dB,-4.85205403101982e-04°)
3.55631318568936e+02	(-2.74244402025195e-05dB,-4.86323917436083e-04°)
3.56451133426195e+02	(-2.74241536690660e-05dB,-4.87445010222169e-04°)
3.57272838151880e+02	(-2.74238658115868e-05dB,-4.88568687398259e-04°)
3.58096437102587e+02	(-2.74235766291174e-05dB,-4.89694954924634e-04°)
3.58921934644956e+02	(-2.74232861081573e-05dB,-4.90823818761576e-04°)
3.59749335155693e+02	(-2.74229942487065e-05dB,-4.91955284901173e-04°)
3.60578643021593e+02	(-2.74227010420859e-05dB,-4.93089359345052e-04°)
3.61409862639563e+02	(-2.74224064825096e-05dB,-4.94226048094844e-04°)
3.62242998416649e+02	(-2.74221105593700e-05dB,-4.95365357203063e-04°)
3.63078054770051e+02	(-2.74218132726671e-05dB,-4.96507292674521e-04°)
3.63915036127157e+02	(-2.74215146156506e-05dB,-4.97651860590357e-04°)
3.64753946925557e+02	(-2.74212145786770e-05dB,-4.98799067012631e-04°)
3.65594791613074e+02	(-2.74209131549962e-05dB,-4.99948918019303e-04°)
3.66437574647783e+02	(-2.74206103436439e-05dB,-5.01101419704237e-04°)
3.67282300498034e+02	(-2.74203061311193e-05dB,-5.02256578189922e-04°)
3.68128973642480e+02	(-2.74200005174224e-05dB,-5.03414399586122e-04°)
